background, draw, blitScreen, flip
0.0335459716603, 0.00064982327476, 0.00224255757301, 0.00196281532597, 
0.0624856920823, 0.00131299205121, 0.00333637542333, 0.00214246631031, 
0.0175185374151, 0.00062210569432, 0.00139871123517, 0.00191507949299, 
0.0187873866531, 0.000662655487927, 0.00179856299744, 0.00156193698665, 
0.0196435519155, 0.000749401248934, 0.00192380539795, 0.00146081914689, 
0.0203021010953, 0.000602600730307, 0.0012934870872, 0.00138998533021, 
0.0180898275453, 0.000661628910874, 0.00266242758782, 0.00574831821014, 
0.024657354244, 0.000606193749994, 0.00156553000633, 0.00262239108274, 
0.0187997055777, 0.000929565521794, 0.00150496196019, 0.00175698662678, 
0.022953749624, 0.00055743133996, 0.00131247876269, 0.00202235679507, 
0.0175205905692, 0.00159786718351, 0.00198591330967, 0.00168204650189, 
0.018026179768, 0.000661628910874, 0.00151625430777, 0.00186888352559, 
0.0190435176279, 0.000729382996394, 0.00159478745235, 0.00202081692949, 
0.0193042681994, 0.000743241786614, 0.00130939903153, 0.00216813073664, 
0.0184250049532, 0.000698072396267, 0.00128373460519, 0.00153267954063, 
0.0179974356105, 0.000596441267987, 0.00131453191679, 0.00137869298263, 
0.018169387267, 0.000641097369807, 0.0012857877593, 0.00166151496082, 
0.0188294763122, 0.00117081112933, 0.00159581402941, 0.00153319282915, 
0.0182427875263, 0.000670868104354, 0.00195716915218, 0.00196846149977, 
0.0185184234651, 0.00073451588166, 0.00129861997247, 0.00255207055459, 
0.0161634557047, 0.000553325031747, 0.0010933045618, 0.00132017809059, 
0.0116521628439, 0.00045734007726, 0.000966522295714, 0.00175236703004, 
0.0121043700359, 0.000469145713374, 0.00096395585308, 0.00152600678978, 
0.0132946861292, 0.000524067585727, 0.001000912627, 0.00133557674639, 
0.0120237837372, 0.000471712156007, 0.00109125140769, 0.00124164494601, 
0.0123184113515, 0.000485570946227, 0.00180831547945, 0.00147005834037, 
0.013204860637, 0.00051277523814, 0.00098243424004, 0.00154140544558, 
0.0126607747988, 0.000591821671247, 0.00101528470575, 0.00210396967081, 
0.0122958266563, 0.00051893470046, 0.00098705383678, 0.00126833594939, 
0.0123240575253, 0.000474791887167, 0.0009778146433, 0.00272504878807, 
0.0127121036514, 0.00058360905482, 0.00097627477772, 0.00216402442843, 
0.0125658164213, 0.00057590972692, 0.00105942751904, 0.00198334686704, 
0.0120756258784, 0.000775578963794, 0.00129040735604, 0.00127090239203, 
0.0125088413949, 0.000541006107107, 0.000989620279414, 0.00139152519579, 
0.0162301832132, 0.000611839923787, 0.000998859472894, 0.00224615059269, 
0.0121608317738, 0.00130580601184, 0.000981407662987, 0.00301762324827, 
0.0122290991478, 0.000918786462734, 0.000975761489194, 0.00126371635265, 
0.0124031039584, 0.000747861383354, 0.00101733785985, 0.00136483419241, 
0.0125519576311, 0.000564617379334, 0.000971141892454, 0.00140230425485, 
0.0129708010689, 0.000511748661087, 0.000977301354774, 0.00123651206074, 
0.0121418400983, 0.00111845569961, 0.00101425812869, 0.00168153321336, 
0.0123630674533, 0.0006698415273, 0.000990133567941, 0.00172567602665, 
0.0124739377751, 0.000536386510367, 0.00100501893521, 0.00120417488356, 
0.0119601359599, 0.000804323121287, 0.00101323155164, 0.00163020436069, 
0.0117779185329, 0.00115695233911, 0.00103324980418, 0.00145260653047, 
0.0124077235551, 0.00054819214648, 0.000981920951514, 0.0016553554985, 
0.0129009938292, 0.00070679830122, 0.00096549571866, 0.00135456842187, 
0.012337403027, 0.000561537648174, 0.00098243424004, 0.00135816144156, 
0.0257717036354, 0.000582582477767, 0.00102503718775, 0.00231390467821, 
0.012232178879, 0.000804836409814, 0.00127552198877, 0.00155423765875, 
0.0128445320913, 0.00053587322184, 0.0010086119549, 0.00255309713164, 
0.0128024424321, 0.000536386510367, 0.00106353382725, 0.00138331257937, 
0.0123096854465, 0.000558457917014, 0.000990646856467, 0.00128168145109, 
0.0122722153841, 0.000541519395634, 0.00098859370236, 0.00160556651141, 
0.0127069707662, 0.000529200470993, 0.00238371191784, 0.00115387260795, 
0.0121618583508, 0.000610300058207, 0.000957796390761, 0.00135559499893, 
0.0129944123411, 0.00054819214648, 0.0009778146433, 0.00157425591129, 
0.0124487866373, 0.000821774931194, 0.00118774965071, 0.00121136092293, 
0.0130503607905, 0.000516368257827, 0.00106764013547, 0.00272299563397, 
0.0129461632196, 0.000494810139707, 0.00100912524343, 0.00136740063504, 
0.0118379732905, 0.00048967725444, 0.000942911023487, 0.00149418290113, 
0.0121967619707, 0.000493270274127, 0.00108406536832, 0.00163174422627, 
0.0122403914954, 0.00057898945808, 0.000961389410447, 0.00123907850337, 
0.0124041305354, 0.000471712156007, 0.0014012776778, 0.00154551175379, 
0.0124795839489, 0.000473252021587, 0.000984487394147, 0.00152703336683, 
0.011596727683, 0.000868484187121, 0.000955229948127, 0.00137971955968, 
0.0118918685858, 0.000499943024974, 0.00099629303026, 0.00126422964118, 
0.0119637289796, 0.000498403159394, 0.0010394092665, 0.00263419671885, 
0.0119390911303, 0.00054049281858, 0.000935724984114, 0.00135148869071, 
0.0121413268098, 0.000496350005287, 0.00124626454275, 0.00124113165748, 
0.0120838384948, 0.000915193443047, 0.00133301030375, 0.00161737214753, 
0.0121151490949, 0.00064058408128, 0.00238576507195, 0.00129143393309, 
0.0127162099596, 0.00060516717294, 0.00096857544982, 0.00158708812445, 
0.0121680178132, 0.000559484494067, 0.00114206697183, 0.0031182277995, 
0.0122152403576, 0.000606193749994, 0.00103530295829, 0.00226154924849, 
0.0118626111398, 0.000564617379334, 0.00137971955968, 0.0013473823825, 
0.0123984843616, 0.000785844734327, 0.000971141892454, 0.00136432090388, 
0.0124657251586, 0.000616459520527, 0.00110049060117, 0.00156193698665, 
0.0125309128015, 0.00062980502222, 0.00118877622776, 0.00145157995341, 
0.0120427754127, 0.000687806625733, 0.0018324400402, 0.00128270802814, 
0.0121633982164, 0.000588741940087, 0.000983974105621, 0.00166972757725, 
0.0118970014711, 0.000912113711887, 0.00097935450888, 0.00122367984757, 
0.0118466991955, 0.000657009314133, 0.000971141892454, 0.00127449541171, 
0.0118153885953, 0.000664708642033, 0.00143156170087, 0.00128835420193, 
0.0122455243807, 0.000592334959774, 0.000969602026874, 0.00129400037573, 
0.0124554593881, 0.000668301661721, 0.00107328630926, 0.00163585053449, 
0.0123646073189, 0.000585148920401, 0.00096395585308, 0.00161993859016, 
0.0121972752592, 0.00059746784504, 0.00204956108698, 0.00122573300168, 
0.0121059099014, 0.000601060864727, 0.00118107689986, 0.00120468817209, 
0.0123548548369, 0.000610813346734, 0.000985513971201, 0.00126679608381, 
0.0121459464065, 0.00060516717294, 0.000952150216967, 0.00150085565197, 
0.0124980623358, 0.0006313448878, 0.00262239108274, 0.0012164938082, 
0.0125488779, 0.000636477773067, 0.000986027259727, 0.0012010951524, 
0.0122424446495, 0.00118364334249, 0.000975761489193, 0.00132685084143, 
0.0121957353936, 0.00105070161409, 0.0020634198772, 0.00138382586789, 
0.0121018035932, 0.000573343284287, 0.00119596226713, 0.00227797448135, 
0.0126099592346, 0.000673434546987, 0.000966009007187, 0.00127141568055, 
0.013348068136, 0.000597981133567, 0.00150547524871, 0.00163328409185, 
0.0127547065991, 0.0006698415273, 0.000996293030261, 0.00126063662149, 
0.0116531894209, 0.000604653884414, 0.00213476698241, 0.00125550373623, 
0.0120735727243, 0.00058822865156, 0.00128168145109, 0.00185656460095, 
0.0127849906222, 0.00066830166172, 0.000974221623614, 0.00207163249363, 
0.0126643678185, 0.000605680461467, 0.000971141892454, 0.00131915151353, 
0.0118128221527, 0.000610300058207, 0.00202338337212, 0.00123753863779, 
0.012702864458, 0.000568723687547, 0.000973708335087, 0.00160659308847, 
0.0124662384472, 0.000606707038521, 0.000966009007187, 0.00125550373623, 
0.0142668545987, 0.000518421411933, 0.00104762188293, 0.00118005032281, 
0.0120361026618, 0.000513801815194, 0.00118620978513, 0.00165894851819, 
0.01236768705, 0.000548705435007, 0.00300735747774, 0.00159684060646, 
0.0124811238144, 0.000583609054821, 0.000950610351387, 0.00120622803767, 
0.013781796941, 0.00065136314034, 0.000963442564553, 0.00120314830651, 
0.0121428666754, 0.000588741940087, 0.00100758537785, 0.0013319837267, 
0.0120735727243, 0.00112666831603, 0.00111742912255, 0.00248431646907, 
0.0123302169876, 0.000590795094193, 0.00115335931942, 0.00118723636218, 
0.0136842721209, 0.000532280202154, 0.000971141892454, 0.00171592354465, 
0.0119431974385, 0.000541519395633, 0.00108971154211, 0.00120982105735, 
0.0120509880291, 0.000530227048047, 0.00101528470575, 0.00298117976288, 
0.0122208865314, 0.00061132663526, 0.00108098563716, 0.00166818771167, 
0.0119801542124, 0.00078071184906, 0.00111383610287, 0.00188479546992, 
0.0117337757196, 0.000554864897327, 0.000962929276027, 0.00166716113461, 
0.0123707667812, 0.000582582477767, 0.00101374484017, 0.0092448396538, 
0.0126243313134, 0.000566157244914, 0.000966522295714, 0.00160556651141, 
0.0124205557683, 0.00055589147438, 0.000968575449821, 0.00147159820595, 
0.0119360113991, 0.000578476169554, 0.000966009007187, 0.00124831769685, 
0.0130236697871, 0.00055589147438, 0.00107995906011, 0.00118159018839, 
0.012713643517, 0.000547678857953, 0.000975248200667, 0.00158862799003, 
0.012877382557, 0.000564617379334, 0.00105121490261, 0.00126371635265, 
0.0117820248411, 0.00150804169135, 0.00106918000105, 0.00145363310752, 
0.0123204645056, 0.000610300058207, 0.00122162669347, 0.00238833151458, 
0.0126032864838, 0.00057129013018, 0.000999372761421, 0.00158657483593, 
0.0123250841023, 0.000524067585727, 0.000978327931827, 0.00140743714012, 
0.0170083286196, 0.000516368257827, 0.00110511019791, 0.00130837245447, 
0.0155362171252, 0.00072527668818, 0.00161223926226, 0.00142540223855, 
0.0143797780746, 0.000606193749994, 0.0010471085944, 0.00120622803767, 
0.0118369467135, 0.000636991061593, 0.00103735611239, 0.00118518320807, 
0.0147955417812, 0.000531766913626, 0.000975761489193, 0.00125550373623, 
0.012558630382, 0.000525094162779, 0.00112923475867, 0.00158041537361, 
0.013262348952, 0.00154859148495, 0.00126525621823, 0.00172516273813, 
0.0261659092239, 0.00128732762488, 0.00243760721314, 0.003464697555, 
0.0185820712424, 0.000681647163414, 0.00124626454275, 0.00161223926226, 
0.0178367763017, 0.00309820954696, 0.00231852427495, 0.00172516273813, 
0.0191497683529, 0.00110151717823, 0.00143053512382, 0.00478846866528, 
0.0334032774499, 0.00180626232534, 0.00328401999361, 0.00454311674953, 
0.0200336511958, 0.000571803418707, 0.00145825270426, 0.00154859148495, 
0.015842137087, 0.00086386459038, 0.00130067312657, 0.00202235679507, 
0.0151820480418, 0.000827421104987, 0.000977814643301, 0.00144080089435, 
0.016139331144, 0.000963955853081, 0.00133916976607, 0.00126576950676, 
0.0136108718616, 0.00233802923897, 0.00101528470575, 0.00118313005397, 
0.0153904431836, 0.000634937907487, 0.00204340162466, 0.00125755689033, 
0.0363931831177, 0.00380962744492, 0.00245967861979, 0.00302788901881, 
0.013290579821, 0.00267987939773, 0.000992186722047, 0.00153011309799, 
0.0135015414054, 0.00155115792759, 0.000971141892453, 0.00130837245447, 
0.0132756944537, 0.000841793183733, 0.00109689758149, 0.00138998533021, 
0.013174576614, 0.000652903005919, 0.00123907850337, 0.00137356009736, 
0.0163169289742, 0.000968575449821, 0.00189660110603, 0.00263624987296, 
0.0121952221051, 0.000774552386741, 0.000969088738347, 0.00123291904105, 
0.0143520604941, 0.00067600098962, 0.000971141892453, 0.00153421940621, 
0.0118846825464, 0.00067908072078, 0.0010394092665, 0.00122778615579, 
0.0120874315145, 0.00209986336259, 0.00163687711154, 0.00331327743963, 
0.0129312778523, 0.000727329842286, 0.00102657705333, 0.00204288833613, 
0.0118626111398, 0.000659575756767, 0.00306330592715, 0.0012626897756, 
0.0121449198295, 0.000650336563287, 0.00111794241108, 0.00123086588695, 
0.0119832339436, 0.0007160374947, 0.00101682457133, 0.00300684418921, 
0.0121623716394, 0.000773012521161, 0.00099783289584, 0.00128014158551, 
0.0126828462054, 0.00063288475338, 0.000969602026874, 0.00123548548369, 
0.0121521058688, 0.00101785114838, 0.0009778146433, 0.00122265327052, 
0.0122871007514, 0.000640070792754, 0.00104454215177, 0.00307408498621, 
0.0120366159503, 0.000656496025607, 0.00100501893521, 0.00127449541171, 
0.0125124344146, 0.000895688479034, 0.00096395585308, 0.00128065487403, 
0.0117563604148, 0.00150239551755, 0.00110203046675, 0.00167640032809, 
0.0128732762488, 0.000701152127427, 0.00117594401459, 0.00212809423156, 
0.0126807930513, 0.00060362730736, 0.0010625072502, 0.00133147043817, 
0.0122824811546, 0.000707311589747, 0.00119647555566, 0.00162609805248, 
0.0123702534927, 0.000823314796774, 0.00101425812869, 0.00228618709777, 
0.0119714283075, 0.000559484494067, 0.000992700010573, 0.00128835420193, 
0.022433275058, 0.000587715363033, 0.000987567125307, 0.00133762990049, 
0.0129661814721, 0.000595927979461, 0.00120160844093, 0.00185810446653, 
0.0119247190515, 0.000642637235387, 0.00095625652518, 0.00142591552708, 
0.0124200424798, 0.000606193749994, 0.00117543072607, 0.00162917778364, 
0.0128424789372, 0.000592334959774, 0.000976788066247, 0.00123651206074, 
0.0122188333773, 0.00059438811388, 0.000975761489194, 0.00147929753385, 
0.0122629761906, 0.000969088738348, 0.00119852870977, 0.00130375285773, 
0.0124857434112, 0.000540492818581, 0.000990646856467, 0.00148802343881, 
0.0125601702475, 0.000770446078526, 0.00101785114838, 0.00125037085096, 
0.0124267152306, 0.000646230255074, 0.000976274777721, 0.00122881273284, 
0.0117358288737, 0.000553325031746, 0.00135610828745, 0.00162712462953, 
0.0124508397914, 0.000561537648173, 0.000978327931827, 0.00222715891721, 
0.0132587559323, 0.000564617379334, 0.00119031609334, 0.00146851847479, 
0.0125016553555, 0.0005928482483, 0.000965495718661, 0.00192534526353, 
0.0131807360763, 0.000556404762907, 0.000962415987501, 0.00125704360181, 
0.0122619496135, 0.000577449592501, 0.00156193698665, 0.00158760141298, 
0.0141534178343, 0.0008007301016, 0.000960362833394, 0.00118415663102, 
0.0126263844675, 0.000621592405794, 0.00154089215705, 0.00168358636747, 
0.012578135346, 0.000777118829373, 0.00102606376481, 0.00129502695278, 
0.0119170197236, 0.00061902596316, 0.000996806318787, 0.0015783622195, 
0.0126104725232, 0.00057436986134, 0.00231133823558, 0.00127500870024, 
0.0124169627486, 0.000600034287674, 0.000985000682674, 0.00120468817209, 
0.0120838384948, 0.000517908123406, 0.00102247074512, 0.00129605352983, 
0.012656155202, 0.000507642352874, 0.00104146242061, 0.00141924277623, 
0.0119303652253, 0.00048659752328, 0.00101836443691, 0.00245711217715, 
0.0130005718034, 0.000758127153887, 0.00101323155164, 0.00141308331391, 
0.0120720328587, 0.000784304868747, 0.00153883900295, 0.00129194722162, 
0.012145433118, 0.0009008213643, 0.00102298403365, 0.00133352359228, 
0.0121254148655, 0.00127398212319, 0.00177341185963, 0.00120622803767, 
0.0122624629021, 0.00052047456604, 0.00144336733699, 0.00143874774025, 
0.0119673219992, 0.0005235542972, 0.00100963853195, 0.00155013135053, 
0.0116439502274, 0.000951123639913, 0.00111332281434, 0.00167280730841, 
0.0120227571601, 0.000526120739833, 0.000970628603927, 0.00197821398177, 
0.0125262932048, 0.00059900771062, 0.00099783289584, 0.00121187421146, 
0.0131997277518, 0.000559997782594, 0.0009932132991, 0.00125755689033, 
0.0120366159503, 0.000522527720147, 0.000990133567941, 0.00139819794664, 
0.0118194949036, 0.000550758589114, 0.000983460817094, 0.00129400037573, 
0.0131750899025, 0.0005081556414, 0.000964469141606, 0.00120622803767, 
0.0121377337901, 0.000804836409814, 0.00109279127327, 0.0016322575148, 
0.0118128221527, 0.00231852427495, 0.000979354508881, 0.00170976408233, 
0.0118636377169, 0.00055281174322, 0.000968575449821, 0.00124318481159, 
0.0123671737615, 0.000519447988987, 0.000962415987501, 0.00123497219516, 
0.0120438019897, 0.000499943024974, 0.00092699907916, 0.00249714868223, 
0.0115536114467, 0.000680107297834, 0.00125242400507, 0.00123137917547, 
0.0120556076258, 0.000492756985601, 0.000929565521794, 0.00154037886853, 
0.0118236012118, 0.000629291733694, 0.00102298403365, 0.00122008682789, 
0.0127295554613, 0.00062518542548, 0.00099475316468, 0.00123805192632, 
0.0122640027677, 0.000527147316888, 0.00130426614626, 0.00127911500845, 
0.0129394904687, 0.000509182218454, 0.000999886049946, 0.0013319837267, 
0.0117825381296, 0.000585662208927, 0.00141513646802, 0.00128886749046, 
0.0122085676068, 0.000538952953001, 0.000981920951514, 0.00121238749999, 
0.0120396956815, 0.000503022756133, 0.000986027259727, 0.00271888932576, 
0.0121793101608, 0.000507129064347, 0.00103889597797, 0.00132736412996, 
0.0176848428978, 0.000504049333187, 0.00102093087954, 0.0015244669242, 
0.0120622803767, 0.0005466522809, 0.00157990208508, 0.00335844682998, 
0.0118030696707, 0.000597981133567, 0.000967548872767, 0.00143258827793, 
0.0121829031804, 0.000624672136953, 0.000975248200668, 0.00132839070701, 
0.011837460002, 0.00062210569432, 0.000964982430134, 0.00122573300168, 
0.0126623146643, 0.000767879635894, 0.00110972979465, 0.00125088413949, 
0.0124051571125, 0.000610300058207, 0.000959849544867, 0.00225795622881, 
0.0129861997247, 0.000636991061594, 0.000976788066247, 0.00122060011641, 
0.0118672307365, 0.00063288475338, 0.00103735611239, 0.00146646532069, 
0.0121007770162, 0.000595414690934, 0.00186888352559, 0.00116567824406, 
0.0121957353936, 0.000633911330434, 0.000972681758034, 0.00324347020001, 
0.0130062179772, 0.000585148920401, 0.00113026133572, 0.00195408942102, 
0.012722369422, 0.000609273481153, 0.000990646856467, 0.00133762990049, 
0.0122013815674, 0.000612353212313, 0.0013396830546, 0.00129143393309, 
0.0119883668288, 0.000590281805667, 0.000979867797406, 0.00121290078851, 
0.0116675614997, 0.000610300058207, 0.00101579799427, 0.00117491743754, 
0.0115720898337, 0.00111896898813, 0.00122521971315, 0.0016091595311, 
0.0127824241796, 0.000902361229881, 0.00267423322393, 0.0011933958245, 
0.0121659646591, 0.000606707038521, 0.00124061836895, 0.00169077240684, 
0.0119934997141, 0.000592334959774, 0.000969602026874, 0.00122316655905, 
0.0119370379762, 0.000905440961041, 0.0009932132991, 0.00163123093775, 
0.0122285858593, 0.000601574153253, 0.000968575449821, 0.00288827453956, 
0.0118436194643, 0.00058668878598, 0.000967548872767, 0.00130529272331, 
0.0125504177655, 0.000688319914261, 0.000961389410447, 0.00160659308847, 
0.0118564516775, 0.0005928482483, 0.0014397743173, 0.00123856521485, 
0.0118415663102, 0.00064212394686, 0.000975248200668, 0.00124318481159, 
0.0122640027677, 0.000631858176328, 0.00097935450888, 0.00118313005397, 
0.0124970357588, 0.000831014124674, 0.00099629303026, 0.00128784091341, 
0.0118985413367, 0.000684213606047, 0.00177597830227, 0.00136380761535, 
0.012097697285, 0.000584635631874, 0.00104300228619, 0.00118928951629, 
0.0128814888652, 0.000617999386107, 0.00101836443691, 0.00188428218139, 
0.0127095372088, 0.000596954556514, 0.000970628603927, 0.00120314830651, 
0.0121336274819, 0.00191969908973, 0.00149212974702, 0.00120314830651, 
0.0120165976978, 0.000663168776454, 0.00103017007302, 0.00150701511429, 
0.0133526877327, 0.000653929582973, 0.00152344034715, 0.00124575125422, 
0.0136391027306, 0.000616972809054, 0.00117132441785, 0.0012934870872, 
0.013926031017, 0.000603114018833, 0.000983460817094, 0.00282975964751, 
0.0124077235551, 0.000677027566674, 0.00102503718775, 0.0013011864151, 
0.0120689531275, 0.000595927979459, 0.00157733564245, 0.00171541025612, 
0.0119052140875, 0.000638017638646, 0.00114463341447, 0.00163277080333, 
0.0122480908233, 0.000691399645421, 0.000964469141607, 0.00207265907068, 
0.0128583908815, 0.000789951042542, 0.00119082938187, 0.00222099945489, 
0.0119996591764, 0.000587202074508, 0.00191507949299, 0.00125807017886, 
0.0121659646591, 0.000589768517141, 0.00103222322713, 0.0019325313029, 
0.0121710975443, 0.000608760192627, 0.000972168469508, 0.0016630548264, 
0.0121372205016, 0.000605167172941, 0.000981407662987, 0.00168820596421, 
0.0121284945966, 0.000606707038521, 0.00128476118225, 0.00126782266087, 
0.015831358028, 0.000583095766295, 0.00320189382935, 0.00248944935433, 
0.0118040962478, 0.000630318310748, 0.00097319504656, 0.00130426614626, 
0.0117183770638, 0.000604140595888, 0.00100142591553, 0.00153986558, 
0.0114453075676, 0.00097935450888, 0.00103017007302, 0.00135970130714, 
0.0142658280217, 0.000583095766293, 0.00100912524343, 0.00299093224489, 
0.0121983018362, 0.000684726894574, 0.00117235099491, 0.00126320306413, 
0.0119283120712, 0.000612866500841, 0.00104864845998, 0.00127706185435, 
0.0119580828058, 0.000599520999147, 0.000978327931826, 0.00274404046356, 
0.0131627709778, 0.000741701921035, 0.00096857544982, 0.00121187421146, 
0.0123122518892, 0.000579502746607, 0.000997319607315, 0.00126012333297, 
0.0119929864256, 0.00107687932895, 0.000983974105621, 0.00125550373623, 
0.012665907684, 0.000611839923787, 0.00128424789372, 0.00255361042017, 
0.0125416918606, 0.000635451196015, 0.000985513971202, 0.00122778615579, 
0.0122948000793, 0.000586175497453, 0.000988080413833, 0.00121084763441, 
0.0119334449565, 0.000761720173575, 0.00163739040007, 0.00131761164796, 
0.0120566342029, 0.000602600730307, 0.00137458667441, 0.00151779417335, 
0.0124975490473, 0.0006082469041, 0.00105378134525, 0.00125653031328, 
0.0127654856582, 0.000620052540214, 0.00101836443691, 0.00159170772119, 
0.0122527104201, 0.000715010917647, 0.00195819572923, 0.00166151496082, 
0.0123728199353, 0.000601574153253, 0.000985000682673, 0.00211680188398, 
0.0124508397914, 0.00062672529106, 0.00100347906963, 0.0014705716289, 
0.0127988494124, 0.000612866500841, 0.000999886049948, 0.00121803367378, 
0.013185355673, 0.00132377111027, 0.00192791170616, 0.00210756269049, 
0.0123712800697, 0.000617999386106, 0.00102606376481, 0.00128886749046, 
0.0118112822871, 0.00058052932366, 0.000989106990888, 0.00141564975655, 
0.0122152403576, 0.000681647163413, 0.0013550817104, 0.00156860973749, 
0.0121151490949, 0.0006313448878, 0.00193612432259, 0.00144850022225, 
0.012558630382, 0.000701665415953, 0.00102247074512, 0.00147673109122, 
0.0137699913049, 0.00068062058636, 0.00099937276142, 0.00155988383254, 
0.0121536457344, 0.000787897888433, 0.00123240575253, 0.00139665808106, 
0.0121500527147, 0.000622105694321, 0.000996806318787, 0.00255104397753, 
0.0125545240737, 0.000621592405793, 0.00105429463378, 0.00159530074088, 
0.0131371065515, 0.000878236669125, 0.00125550373623, 0.00146184572395, 
0.01231892464, 0.000782765003166, 0.00188222902729, 0.00123548548369, 
0.0120186508519, 0.000725276688179, 0.00200901129337, 0.00315621115047, 
0.0139301373252, 0.000575909726919, 0.00102863020744, 0.00237241957025, 
0.0120930776883, 0.000751967691567, 0.000969088738348, 0.00122727286726, 
0.0120366159503, 0.000865404455961, 0.00098243424004, 0.00140589727454, 
0.0123066057154, 0.000734515881661, 0.00185810446653, 0.00141924277623, 
0.0125740290378, 0.00069755910774, 0.000968062161293, 0.00127346883466, 
0.0127100504973, 0.00064058408128, 0.000981407662987, 0.00128424789372, 
0.0141708696442, 0.000553325031746, 0.00104146242061, 0.00128219473961, 
0.012193168951, 0.000662142199401, 0.00163071764922, 0.00275892583083, 
0.0124010508043, 0.000609273481155, 0.000993726587629, 0.0013319837267, 
0.0125884011165, 0.000580016035133, 0.000975761489194, 0.00131812493648, 
0.0120792188981, 0.00139819794664, 0.00124985756243, 0.00120366159503, 
0.011711704313, 0.000715524206173, 0.00104197570913, 0.00157014960307, 
0.0126315173527, 0.000674974412568, 0.000958822967814, 0.00172875575781, 
0.0117455813557, 0.000555378185853, 0.000975248200668, 0.00156706987191, 
0.0115941612404, 0.00144336733699, 0.000989106990888, 0.00122213998199, 
